fixedacidity;volatileacidity;citricacid;residualsugar;chlorides;freesulfurdioxide;totalsulfurdioxide;density;pH;sulphates;alcohol;quality
7,2;,49;,24;2,2;,07;5;36;,996;3,33;,48;9,4;3
8,1;,575;,22;2,1;,077;12;65;,9967;3,29;,51;9,2;3
7,8;,41;,68;1,7;,467;18;69;,9973;3,08;1,31;9,3;3
6,2;,63;,31;1,7;,088;15;64;,9969;3,46;,79;9,3;3
8;,33;,53;2,5;,091;18;80;,9976;3,37;,8;9,6;4
8,1;,785;,52;2;,122;37;153;,9969;3,21;,69;9,3;3
7,8;,56;,19;1,8;,104;12;47;,9964;3,19;,93;9,5;3
8,4;,62;,09;2,2;,084;11;108;,9964;3,15;,66;9,8;3
8,4;,6;,1;2,2;,085;14;111;,9964;3,15;,66;9,8;3
10,1;,31;,44;2,3;,08;22;46;,9988;3,32;,67;9,7;4
7,8;,56;,19;1,8;,104;12;47;,9964;3,19;,93;9,5;3
9,4;,4;,31;2,2;,09;13;62;,9966;3,07;,63;10,5;4
8,3;,54;,28;1,9;,077;11;40;,9978;3,39;,61;10;4
7,8;,56;,12;2;,082;7;28;,997;3,37;,5;9,4;4
8,8;,55;,04;2,2;,119;14;56;,9962;3,21;,6;10,9;4
7;,69;,08;1,8;,097;22;89;,9959;3,34;,54;9,2;4
7,3;1,07;,09;1,7;,178;10;89;,9962;3,3;,57;9;3
8,8;,55;,04;2,2;,119;14;56;,9962;3,21;,6;10,9;4
7,3;,695;0;2,5;,075;3;13;,998;3,49;,52;9,2;3
8;,71;0;2,6;,08;11;34;,9976;3,44;,53;9,5;3
7,8;,5;,17;1,6;,082;21;102;,996;3,39;,48;9,5;3
9;,62;,04;1,9;,146;27;90;,9984;3,16;,7;9,4;3
8,2;1,33;0;1,7;,081;3;12;,9964;3,53;,49;10,9;3
8,1;1,33;0;1,8;,082;3;12;,9964;3,54;,48;10,9;3
8;,59;,16;1,8;,065;3;16;,9962;3,42;,92;10,5;5
6,1;,38;,15;1,8;,072;6;19;,9955;3,42;,57;9,4;3
8;,745;,56;2;,118;30;134;,9968;3,24;,66;9,4;3
5,6;,5;,09;2,3;,049;17;99;,9937;3,63;,63;13;3
5,6;,5;,09;2,3;,049;17;99;,9937;3,63;,63;13;3
6,6;,5;,01;1,5;,06;17;26;,9952;3,4;,58;9,8;4
7,9;1,04;,05;2,2;,084;13;29;,9959;3,22;,55;9,9;4
8,4;,745;,11;1,9;,09;16;63;,9965;3,19;,82;9,6;3
8,3;,715;,15;1,8;,089;10;52;,9968;3,23;,77;9,5;3
7,2;,415;,36;2;,081;13;45;,9972;3,48;,64;9,2;3
7,8;,56;,19;2,1;,081;15;105;,9962;3,33;,54;9,5;3
7,8;,56;,19;2;,081;17;108;,9962;3,32;,54;9,5;3
8,4;,745;,11;1,9;,09;16;63;,9965;3,19;,82;9,6;3
8,3;,715;,15;1,8;,089;10;52;,9968;3,23;,77;9,5;3
5,2;,34;0;1,8;,05;27;63;,9916;3,68;,79;14;4
6,3;,39;,08;1,7;,066;3;20;,9954;3,34;,58;9,4;3
5,2;,34;0;1,8;,05;27;63;,9916;3,68;,79;14;4
8,1;,67;,55;1,8;,117;32;141;,9968;3,17;,62;9,4;3
5,8;,68;,02;1,8;,087;21;94;,9944;3,54;,52;10;3
7,6;,49;,26;1,6;,236;10;88;,9968;3,11;,8;9,3;3
6,9;,49;,1;2,3;,074;12;30;,9959;3,42;,58;10,2;4
8,2;,4;,44;2,8;,089;11;43;,9975;3,53;,61;10,5;4
7,3;,33;,47;2,1;,077;5;11;,9958;3,33;,53;10,3;4
9,2;,52;1;3,4;,61;32;69;,9996;2,74;2;9,4;2
7,5;,6;,03;1,8;,095;25;99;,995;3,35;,54;10,1;3
7,5;,6;,03;1,8;,095;25;99;,995;3,35;,54;10,1;3
7,1;,43;,42;5,5;,07;29;129;,9973;3,42;,72;10,5;3
7,1;,43;,42;5,5;,071;28;128;,9973;3,42;,71;10,5;3
7,1;,43;,42;5,5;,07;29;129;,9973;3,42;,72;10,5;3
7,1;,43;,42;5,5;,071;28;128;,9973;3,42;,71;10,5;3
7,1;,68;0;2,2;,073;12;22;,9969;3,48;,5;9,3;3
6,8;,6;,18;1,9;,079;18;86;,9968;3,59;,57;9,3;4
7,6;,68;,02;1,3;,072;9;20;,9965;3,17;1,08;9,2;2
7,8;,53;,04;1,7;,076;17;31;,9964;3,33;,56;10;4
7,4;,6;,26;7,3;,07;36;121;,9982;3,37;,49;9,4;3
7,3;,59;,26;7,2;,07;35;121;,9981;3,37;,49;9,4;3
7,8;,63;,48;1,7;,1;14;96;,9961;3,19;,62;9,5;3
6,8;,64;,1;2,1;,085;18;101;,9956;3,34;,52;10,2;3
7,3;,55;,03;1,6;,072;17;42;,9956;3,37;,48;9;2
6,8;,63;,07;2,1;,089;11;44;,9953;3,47;,55;10,4;4
7,5;,705;,24;1,8;,36;15;63;,9964;3;1,59;9,5;3
7,9;,885;,03;1,8;,058;4;8;,9972;3,36;,33;9,1;2
8;,42;,17;2;,073;6;18;,9972;3,29;,61;9,2;4
8;,42;,17;2;,073;6;18;,9972;3,29;,61;9,2;4
7,4;,62;,05;1,9;,068;24;42;,9961;3,42;,57;11,5;4
7,3;,38;,21;2;,08;7;35;,9961;3,33;,47;9,5;3
6,9;,5;,04;1,5;,085;19;49;,9958;3,35;,78;9,5;3
7,3;,38;,21;2;,08;7;35;,9961;3,33;,47;9,5;3
7,5;,52;,42;2,3;,087;8;38;,9972;3,58;,61;10,5;4
7;,805;0;2,5;,068;7;20;,9969;3,48;,56;9,6;3
8,8;,61;,14;2,4;,067;10;42;,9969;3,19;,59;9,5;3
8,9;,61;,49;2;,27;23;110;,9972;3,12;1,02;9,3;3
7,2;,73;,02;2,5;,076;16;42;,9972;3,44;,52;9,3;3
6,8;,61;,2;1,8;,077;11;65;,9971;3,54;,58;9,3;3
6,7;,62;,21;1,9;,079;8;62;,997;3,52;,58;9,3;4
8,9;,31;,57;2;,111;26;85;,9971;3,26;,53;9,7;3
7,4;,39;,48;2;,082;14;67;,9972;3,34;,55;9,2;3
7,7;,705;,1;2,6;,084;9;26;,9976;3,39;,49;9,7;3
7,9;,5;,33;2;,084;15;143;,9968;3,2;,55;9,5;3
7,9;,49;,32;1,9;,082;17;144;,9968;3,2;,55;9,5;3
8,2;,5;,35;2,9;,077;21;127;,9976;3,23;,62;9,4;3
6,4;,37;,25;1,9;,074;21;49;,9974;3,57;,62;9,8;4
6,8;,63;,12;3,8;,099;16;126;,9969;3,28;,61;9,5;3
7,6;,55;,21;2,2;,071;7;28;,9964;3,28;,55;9,7;3
7,8;,59;,33;2;,074;24;120;,9968;3,25;,54;9,4;3
7,3;,58;,3;2,4;,074;15;55;,9968;3,46;,59;10,2;3
11,5;,3;,6;2;,067;12;27;,9981;3,11;,97;10,1;4
5,4;,835;,08;1,2;,046;13;93;,9924;3,57;,85;13;5
9,6;,32;,47;1,4;,056;9;24;,99695;3,22;,82;10,3;5
8,8;,37;,48;2,1;,097;39;145;,9975;3,04;1,03;9,3;3
6,8;,5;,11;1,5;,075;16;49;,99545;3,36;,79;9,5;3
7;,42;,35;1,6;,088;16;39;,9961;3,34;,55;9,2;3
7;,43;,36;1,6;,089;14;37;,99615;3,34;,56;9,2;4
12,8;,3;,74;2,6;,095;9;28;,9994;3,2;,77;10,8;5
12,8;,3;,74;2,6;,095;9;28;,9994;3,2;,77;10,8;5
7,8;,57;,31;1,8;,069;26;120;,99625;3,29;,53;9,3;3
9,7;,53;,6;2;,039;5;19;,99585;3,3;,86;12,4;4
8;,725;,24;2,8;,083;10;62;,99685;3,35;,56;10;4
11,6;,44;,64;2,1;,059;5;15;,998;3,21;,67;10,2;4
8,2;,57;,26;2,2;,06;28;65;,9959;3,3;,43;10,1;3
7,8;,735;,08;2,4;,092;10;41;,9974;3,24;,71;9,8;4
7;,49;,49;5,6;,06;26;121;,9974;3,34;,76;10,5;3
8,7;,625;,16;2;,101;13;49;,9962;3,14;,57;11;3
8,1;,725;,22;2,2;,072;11;41;,9967;3,36;,55;9,1;3
7,5;,49;,19;1,9;,076;10;44;,9957;3,39;,54;9,7;3
7,8;,53;,33;2,4;,08;24;144;,99655;3,3;,6;9,5;3
7,8;,34;,37;2;,082;24;58;,9964;3,34;,59;9,4;4
7,4;,53;,26;2;,101;16;72;,9957;3,15;,57;9,4;3
6,8;,61;,04;1,5;,057;5;10;,99525;3,42;,6;9,5;3
8,6;,645;,25;2;,083;8;28;,99815;3,28;,6;10;4
8,4;,635;,36;2;,089;15;55;,99745;3,31;,57;10,4;2
7,7;,43;,25;2,6;,073;29;63;,99615;3,37;,58;10,5;4
8,9;,59;,5;2;,337;27;81;,9964;3,04;1,61;9,5;4
9;,82;,14;2,6;,089;9;23;,9984;3,39;,63;9,8;3
7,7;,43;,25;2,6;,073;29;63;,99615;3,37;,58;10,5;4
5,2;,48;,04;1,6;,054;19;106;,9927;3,54;,62;12,2;5
8;,38;,06;1,8;,078;12;49;,99625;3,37;,52;9,9;4
6,9;,52;,25;2,6;,081;10;37;,99685;3,46;,5;11;3
8,2;1;,09;2,3;,065;7;37;,99685;3,32;,55;9;4
7,2;,63;0;1,9;,097;14;38;,99675;3,37;,58;9;4
7,2;,63;0;1,9;,097;14;38;,99675;3,37;,58;9;4
7,2;,645;0;1,9;,097;15;39;,99675;3,37;,58;9,2;4
7,2;,63;0;1,9;,097;14;38;,99675;3,37;,58;9;4
8,2;1;,09;2,3;,065;7;37;,99685;3,32;,55;9;4
8,9;,635;,37;1,7;,263;5;62;,9971;3;1,09;9,3;3
12;,38;,56;2,1;,093;6;24;,99925;3,14;,71;10,9;4
7,7;,58;,1;1,8;,102;28;109;,99565;3,08;,49;9,8;4
15;,21;,44;2,2;,075;10;24;1,00005;3,07;,84;9,2;5
15;,21;,44;2,2;,075;10;24;1,00005;3,07;,84;9,2;5
7,3;,66;0;2;,084;6;23;,9983;3,61;,96;9,9;4
7,1;,68;,07;1,9;,075;16;51;,99685;3,38;,52;9,5;3
8,2;,6;,17;2,3;,072;11;73;,9963;3,2;,45;9,3;3
7,7;,53;,06;1,7;,074;9;39;,99615;3,35;,48;9,8;4
7,3;,66;0;2;,084;6;23;,9983;3,61;,96;9,9;4
10,8;,32;,44;1,6;,063;16;37;,9985;3,22;,78;10;4
7,1;,6;0;1,8;,074;16;34;,9972;3,47;,7;9,9;4
11,1;,35;,48;3,1;,09;5;21;,9986;3,17;,53;10,5;3
7,7;,775;,42;1,9;,092;8;86;,9959;3,23;,59;9,5;3
7,1;,6;0;1,8;,074;16;34;,9972;3,47;,7;9,9;4
8;,57;,23;3,2;,073;17;119;,99675;3,26;,57;9,3;3
9,4;,34;,37;2,2;,075;5;13;,998;3,22;,62;9,2;3
6,6;,695;0;2,1;,075;12;56;,9968;3,49;,67;9,2;3
7,7;,41;,76;1,8;,611;8;45;,9968;3,06;1,26;9,4;3
10;,31;,47;2,6;,085;14;33;,99965;3,36;,8;10,5;5
7,9;,33;,23;1,7;,077;18;45;,99625;3,29;,65;9,3;3
7;,975;,04;2;,087;12;67;,99565;3,35;,6;9,4;2
8;,52;,03;1,7;,07;10;35;,99575;3,34;,57;10;3
12,5;,56;,49;2,4;,064;5;27;,9999;3,08;,87;10,9;3
11,8;,26;,52;1,8;,071;6;10;,9968;3,2;,72;10,2;5
8,1;,87;0;3,3;,096;26;61;1,00025;3,6;,72;9,8;2
7,9;,35;,46;3,6;,078;15;37;,9973;3,35;,86;12,8;6
6,9;,54;,04;3;,077;7;27;,9987;3,69;,91;9,4;4
11,5;,18;,51;4;,104;4;23;,9996;3,28;,97;10,1;4
7,9;,545;,06;4;,087;27;61;,9965;3,36;,67;10,7;4
11,5;,18;,51;4;,104;4;23;,9996;3,28;,97;10,1;4
10,9;,37;,58;4;,071;17;65;,99935;3,22;,78;10,1;3
8,4;,715;,2;2,4;,076;10;38;,99735;3,31;,64;9,4;3
7,5;,65;,18;7;,088;27;94;,99915;3,38;,77;9,4;3
7,9;,545;,06;4;,087;27;61;,9965;3,36;,67;10,7;4
6,9;,54;,04;3;,077;7;27;,9987;3,69;,91;9,4;4
11,5;,18;,51;4;,104;4;23;,9996;3,28;,97;10,1;4
10,3;,32;,45;6,4;,073;5;13;,9976;3,23;,82;12,6;6
8,9;,4;,32;5,6;,087;10;47;,9991;3,38;,77;10,5;5
11,4;,26;,44;3,6;,071;6;19;,9986;3,12;,82;9,3;4
7,7;,27;,68;3,5;,358;5;10;,9972;3,25;1,08;9,9;5
7,6;,52;,12;3;,067;12;53;,9971;3,36;,57;9,1;3
9,9;,59;,07;3,4;,102;32;71;1,00015;3,31;,71;9,8;3
12;,45;,55;2;,073;25;49;,9997;3,1;,76;10,3;4
7,5;,4;,12;3;,092;29;53;,9967;3,37;,7;10,3;4
8,7;,52;,09;2,5;,091;20;49;,9976;3,34;,86;10,6;5
11,6;,42;,53;3,3;,105;33;98;1,001;3,2;,95;9,2;3
8,7;,52;,09;2,5;,091;20;49;,9976;3,34;,86;10,6;5
11;,2;,48;2;,343;6;18;,9979;3,3;,71;10,5;3
10,4;,55;,23;2,7;,091;18;48;,9994;3,22;,64;10,3;4
6,9;,36;,25;2,4;,098;5;16;,9964;3,41;,6;10,1;4
13,3;,34;,52;3,2;,094;17;53;1,0014;3,05;,81;9,5;4
10,8;,5;,46;2,5;,073;5;27;1,0001;3,05;,64;9,5;3
10,6;,83;,37;2,6;,086;26;70;,9981;3,16;,52;9,9;3
7,1;,63;,06;2;,083;8;29;,99855;3,67;,73;9,6;3
7,2;,65;,02;2,3;,094;5;31;,9993;3,67;,8;9,7;3
6,9;,67;,06;2,1;,08;8;33;,99845;3,68;,71;9,6;3
7,5;,53;,06;2,6;,086;20;44;,9965;3,38;,59;10,7;4
11,1;,18;,48;1,5;,068;7;15;,9973;3,22;,64;10,1;4
8,3;,705;,12;2,6;,092;12;28;,9994;3,51;,72;10;3
7,4;,67;,12;1,6;,186;5;21;,996;3,39;,54;9,5;3
8,4;,65;,6;2,1;,112;12;90;,9973;3,2;,52;9,2;3
10,3;,53;,48;2,5;,063;6;25;,9998;3,12;,59;9,3;4
7,6;,62;,32;2,2;,082;7;54;,9966;3,36;,52;9,4;3
10,3;,41;,42;2,4;,213;6;14;,9994;3,19;,62;9,5;4
10,3;,43;,44;2,4;,214;5;12;,9994;3,19;,63;9,5;4
7,4;,29;,38;1,7;,062;9;30;,9968;3,41;,53;9,5;4
10,3;,53;,48;2,5;,063;6;25;,9998;3,12;,59;9,3;4
7,9;,53;,24;2;,072;15;105;,996;3,27;,54;9,4;4
9;,46;,31;2,8;,093;19;98;,99815;3,32;,63;9,5;4
8,6;,47;,3;3;,076;30;135;,9976;3,3;,53;9,4;3
7,4;,36;,29;2,6;,087;26;72;,99645;3,39;,68;11;3
7,1;,35;,29;2,5;,096;20;53;,9962;3,42;,65;11;4
9,6;,56;,23;3,4;,102;37;92;,9996;3,3;,65;10,1;3
9,6;,77;,12;2,9;,082;30;74;,99865;3,3;,64;10,4;4
9,8;,66;,39;3,2;,083;21;59;,9989;3,37;,71;11,5;5
9,6;,77;,12;2,9;,082;30;74;,99865;3,3;,64;10,4;4
9,8;,66;,39;3,2;,083;21;59;,9989;3,37;,71;11,5;5
9,3;,61;,26;3,4;,09;25;87;,99975;3,24;,62;9,7;3
7,8;,62;,05;2,3;,079;6;18;,99735;3,29;,63;9,3;3
10;,49;,2;11;,071;13;50;1,0015;3,16;,69;9,2;4
10;,49;,2;11;,071;13;50;1,0015;3,16;,69;9,2;4
11,6;,53;,66;3,65;,121;6;14;,9978;3,05;,74;11,5;5
10,3;,44;,5;4,5;,107;5;13;,998;3,28;,83;11,5;3
13,4;,27;,62;2,6;,082;6;21;1,0002;3,16;,67;9,7;4
10,7;,46;,39;2;,061;7;15;,9981;3,18;,62;9,5;3
10,2;,36;,64;2,9;,122;10;41;,998;3,23;,66;12,5;4
10,2;,36;,64;2,9;,122;10;41;,998;3,23;,66;12,5;4
8;,58;,28;3,2;,066;21;114;,9973;3,22;,54;9,4;4
8,4;,56;,08;2,1;,105;16;44;,9958;3,13;,52;11;3
7,9;,65;,01;2,5;,078;17;38;,9963;3,34;,74;11,7;5
11,9;,695;,53;3,4;,128;7;21;,9992;3,17;,84;12,2;5
8,9;,43;,45;1,9;,052;6;16;,9948;3,35;,7;12,5;4
7,8;,43;,32;2,8;,08;29;58;,9974;3,31;,64;10,3;3
12,4;,49;,58;3;,103;28;99;1,0008;3,16;1;11,5;4
12,5;,28;,54;2,3;,082;12;29;,9997;3,11;1,36;9,8;5
12,2;,34;,5;2,4;,066;10;21;1;3,12;1,18;9,2;4
10,9;,39;,47;1,8;,118;6;14;,9982;3,3;,75;9,8;4
10,9;,39;,47;1,8;,118;6;14;,9982;3,3;,75;9,8;4
11,9;,57;,5;2,6;,082;6;32;1,0006;3,12;,78;10,7;4
7;,685;0;1,9;,067;40;63;,9979;3,6;,81;9,9;3
6,6;,815;,02;2,7;,072;17;34;,9955;3,58;,89;12,3;5
9,6;,56;,31;2,8;,089;15;46;,9979;3,11;,92;10;4
9,1;,785;0;2,6;,093;11;28;,9994;3,36;,86;9,4;4
10,7;,67;,22;2,7;,107;17;34;1,0004;3,28;,98;9,9;4
9,1;,795;0;2,6;,096;11;26;,9994;3,35;,83;9,4;4
7,7;,665;0;2,4;,09;8;19;,9974;3,27;,73;9,3;3
13,5;,53;,79;4,8;,12;23;77;1,0018;3,18;,77;13;3
6,1;,21;,4;1,4;,066;40,5;165;,9912;3,25;,59;11,9;4
6,7;,75;,01;2,4;,078;17;32;,9955;3,55;,61;12,8;4
11,5;,41;,52;3;,08;29;55;1,0001;3,26;,88;11;3
10,5;,42;,66;2,95;,116;12;29;,997;3,24;,75;11,7;5
11,9;,43;,66;3,1;,109;10;23;1;3,15;,85;10,4;5
12,6;,38;,66;2,6;,088;10;41;1,001;3,17;,68;9,8;4
8,2;,7;,23;2;,099;14;81;,9973;3,19;,7;9,4;3
8,6;,45;,31;2,6;,086;21;50;,9982;3,37;,91;9,9;4
11,9;,58;,66;2,5;,072;6;37;,9992;3,05;,56;10;3
12,5;,46;,63;2;,071;6;15;,9988;2,99;,87;10,2;3
12,8;,615;,66;5,8;,083;7;42;1,0022;3,07;,73;10;5
10;,42;,5;3,4;,107;7;21;,9979;3,26;,93;11,8;4
12,8;,615;,66;5,8;,083;7;42;1,0022;3,07;,73;10;5
10,4;,575;,61;2,6;,076;11;24;1;3,16;,69;9;3
10,3;,34;,52;2,8;,159;15;75;,9998;3,18;,64;9,4;3
9,4;,27;,53;2,4;,074;6;18;,9962;3,2;1,13;12;5
6,9;,765;,02;2,3;,063;35;63;,9975;3,57;,78;9,9;3
7,9;,24;,4;1,6;,056;11;25;,9967;3,32;,87;8,7;4
9,1;,28;,48;1,8;,067;26;46;,9967;3,32;1,04;10,6;4
7,4;,55;,22;2,2;,106;12;72;,9959;3,05;,63;9,2;3
14;,41;,63;3,8;,089;6;47;1,0014;3,01;,81;10,8;4
11,5;,54;,71;4,4;,124;6;15;,9984;3,01;,83;11,8;5
11,5;,45;,5;3;,078;19;47;1,0003;3,26;1,11;11;4
11,4;,625;,66;6,2;,088;6;24;,9988;3,11;,99;13,3;4
8,3;,42;,38;2,5;,094;24;60;,9979;3,31;,7;10,8;4
8,3;,26;,42;2;,08;11;27;,9974;3,21;,8;9,4;4
13,7;,415;,68;2,9;,085;17;43;1,0014;3,06;,8;10;4
8,3;,26;,42;2;,08;11;27;,9974;3,21;,8;9,4;4
8,3;,26;,42;2;,08;11;27;,9974;3,21;,8;9,4;4
7,7;,51;,28;2,1;,087;23;54;,998;3,42;,74;9,2;3
7,4;,63;,07;2,4;,09;11;37;,9979;3,43;,76;9,7;4
7,8;,54;,26;2;,088;23;48;,9981;3,41;,74;9,2;4
8,3;,66;,15;1,9;,079;17;42;,9972;3,31;,54;9,6;4
7,8;,46;,26;1,9;,088;23;53;,9981;3,43;,74;9,2;4
9,6;,38;,31;2,5;,096;16;49;,9982;3,19;,7;10;5
13,7;,415;,68;2,9;,085;17;43;1,0014;3,06;,8;10;4
